teryt,municipality,%_vaccinated
3011043,gm.m-w. Krzywiń,44.4388
1435062,gm.w Zabrodzie,44.4352
2206062,gm.w Lipusz,44.4327
1209013,gm.m-w. Dobczyce,44.422
402022,gm.w Bobrowo,44.4217
216053,gm.m-w. Przemków,44.4096
1420043,gm.m-w. Czerwińsk nad Wisłą,44.4006
618123,gm.m-w. Tyszowce,44.3995
408052,gm.w Kikół,44.3972
3217052,gm.w Wałcz,44.3778
2604043,gm.m-w. Chmielnik,44.3688
2404092,gm.w Lelów,44.368
1201052,gm.w Łapanów,44.3577
601062,gm.w Kodeń,44.3473
2609033,gm.m-w. Klimontów,44.3471
1409042,gm.w Rzeczniów,44.3444
1014052,gm.w Burzenin,44.3434
2817032,gm.w Jedwabno,44.3367
2601052,gm.w Solec-Zdrój,44.3274
406052,gm.w Rogóźno,44.3147
2011072,gm.w Sidra,44.3121
2201092,gm.w Trzebielino,44.3065
3022023,gm.m-w. Jutrosin,44.2788
1606012,gm.w Domaszowice,44.2765
2201072,gm.w Parchowo,44.2738
1207021,Mszana Dolna,44.2714
1014113,gm.m-w. Złoczew,44.2575
221053,gm.m-w. Głuszyca,44.2563
1003032,gm.w Sędziejowice,44.2535
222022,gm.w Wińsko,44.2401
416012,gm.w Cekcyn,44.24
613072,gm.w Sosnowica,44.2368
2610032,gm.w Łączna,44.2187
3013072,gm.w Włoszakowice,44.2075
1017042,gm.w Mokrsko,44.206
1211062,gm.w Krościenko nad Dunajcem,44.1991
2816023,gm.m-w. Orzysz,44.1903
1017012,gm.w Biała,44.1809
3019093,gm.m-w. Wysoka,44.1803
417052,gm.w Ryńsk,44.1801
2802062,gm.w Płoskinia,44.1785
1010052,gm.w Łęki Szlacheckie,44.1703
1426022,gm.w Korczew,44.166
2409032,gm.w Niegowa,44.1649
612063,gm.m-w. Poniatowa,44.1605
1411022,gm.w Czerwonka,44.1489
205023,gm.m-w. Bolków,44.147
3019052,gm.w Miasteczko Krajeńskie,44.1373
1406073,gm.m-w. Mogielnica,44.131
1464011,Siedlce,44.1276
3215062,gm.w Szczecinek,44.1275
614102,gm.w Wąwolnica,44.1234
418063,gm.m-w. Chodecz,44.1226
205052,gm.w Paszowice,44.1169
3020022,gm.w Czermin,44.1135
810073,gm.m-w. Szprotawa,44.0762
2604053,gm.m-w. Daleszyce,44.0675
210053,gm.m-w. Olszyna,44.0667
1215032,gm.w Budzów,44.0463
201062,gm.w Warta Bolesławiecka,44.0145
1601062,gm.w Olszanka,44.009
1427072,gm.w Zawidz,44.0043
1002072,gm.w Łanięta,44.0
3004013,gm.m-w. Borek Wielkopolski,43.9995
1609103,gm.m-w. Prószków,43.9916
2417052,gm.w Koszarawa,43.9898
3210052,gm.w Nowogródek Pomorski,43.9773
2612083,gm.m-w. Szydłów,43.9651
1814042,gm.w Jawornik Polski,43.9628
2404032,gm.w Janów,43.9577
2802072,gm.w Wilczęta,43.9523
210033,gm.m-w. Leśna,43.9485
1402042,gm.w Gołymin-Ośrodek,43.9472
1201082,gm.w Trzciana,43.9426
2206072,gm.w Nowa Karczma,43.9422
1420072,gm.w Naruszewo,43.9346
1015092,gm.w Słupia,43.9249
3004073,gm.m-w. Poniec,43.9145
1415042,gm.w Goworowo,43.9045
614062,gm.w Kurów,43.9012
3007072,gm.w Mycielin,43.8914
1202023,gm.m-w. Brzesko,43.8865
1607042,gm.w Łambinowice,43.882
3213042,gm.w Malechowo,43.88
2605083,gm.m-w. Stąporków,43.8786
1423032,gm.w Klwów,43.8763
1003012,gm.w Buczek,43.8665
611011,Łuków,43.864
3205012,gm.w Brojce,43.8592
1012022,gm.w Dobryszyce,43.827
1437013,gm.m-w. Bieżuń,43.8099
402042,gm.w Brzozie,43.8088
2804012,gm.w Elbląg,43.8035
1015082,gm.w Skierniewice,43.7983
1434052,gm.w Dąbrówka,43.7958
1607092,gm.w Skoroszyce,43.7865
609112,gm.w Niemce,43.7781
2011083,gm.m-w. Sokółka,43.7659
2612062,gm.w Rytwiany,43.7539
1017082,gm.w Skomlin,43.7404
2407083,gm.m-w. Woźniki,43.7395
1401032,gm.w Radzanów,43.7291
1407032,gm.w Gniewoszów,43.7272
603052,gm.w Dubienka,43.7229
2209032,gm.w Lichnowy,43.7202
2818022,gm.w Dubeninki,43.7172
801073,gm.m-w. Witnica,43.7079
1422072,gm.w Przasnysz,43.6979
606092,gm.w Rudnik,43.6932
2815063,gm.m-w. Miłakowo,43.6895
3009043,gm.m-w. Dąbie,43.689
203022,gm.w Głogów,43.6669
3017063,gm.m-w. Raszków,43.6579
3004052,gm.w Piaski,43.6549
2814033,gm.m-w. Dobre Miasto,43.624
2213093,gm.m-w. Skarszewy,43.6088
2809053,gm.m-w. Orneta,43.5934
2002073,gm.m-w. Michałowo,43.5774
1019032,gm.w Zapolice,43.5438
619072,gm.w Wola Uhruska,43.542
609052,gm.w Głusk,43.5356
619082,gm.w Wyryki,43.535
3017033,gm.m-w. Odolanów,43.5328
1012132,gm.w Wielgomłyny,43.5255
2815092,gm.w Ostróda,43.5255
601011,Międzyrzec Podlaski,43.5111
402082,gm.w Osiek,43.5107
1602033,gm.m-w. Głubczyce,43.5063
2611032,gm.w Mirzec,43.5015
2011052,gm.w Kuźnica,43.4961
609132,gm.w Wojciechów,43.495
1012092,gm.w Ładzice,43.4746
1015022,gm.w Głuchów,43.4485
2804032,gm.w Gronowo Elbląskie,43.4409
2814102,gm.w Purda,43.429
1811011,Mielec,43.4207
2814063,gm.m-w. Jeziorany,43.4153
1429032,gm.w Ceranów,43.4149
1429042,gm.w Jabłonna Lacka,43.4057
1606052,gm.w Wilków,43.4014
2415062,gm.w Gorzyce,43.3973
1016102,gm.w Ujazd,43.3948
203052,gm.w Pęcław,43.3937
1007012,gm.w Białaczów,43.3863
609033,gm.m-w. Bychawa,43.3663
2812022,gm.w Biskupiec,43.3523
2206082,gm.w Stara Kiszewa,43.349
1413052,gm.w Strzegowo,43.3176
417022,gm.w Dębowa Łąka,43.3101
1427022,gm.w Gozdowo,43.3002
606072,gm.w Łopiennik Górny,43.289
617033,gm.m-w. Piaski,43.2884
2415082,gm.w Marklowice,43.2712
208143,gm.m-w. Szczytna,43.2707
1015042,gm.w Kowiesy,43.2639
1018032,gm.w Galewice,43.2251
1861011,Krosno,43.2069
2215092,gm.w Szemud,43.1901
408073,gm.m-w. Skępe,43.1727
2604012,gm.w Bieliny,43.1676
2811032,gm.w Kozłowo,43.1634
1009062,gm.w Siemkowice,43.1612
3208052,gm.w Rymań,43.1609
3020042,gm.w Gizałki,43.1496
1805011,Jasło,43.1301
807032,gm.w Słońsk,43.1295
2604153,gm.m-w. Pierzchnica,43.1191
2212053,gm.m-w. Kępice,43.116
2013093,gm.m-w. Szepietowo,43.114
3209073,gm.m-w. Sianów,43.1057
211032,gm.w Rudna,43.1028
618063,gm.m-w. Łaszczów,43.0938
2802022,gm.w Braniewo,43.09
2404142,gm.w Przyrów,43.0827
1014093,gm.m-w. Warta,43.0775
1429062,gm.w Repki,43.076
3218013,gm.m-w. Dobra,43.0508
210062,gm.w Platerówka,43.0325
604042,gm.w Hrubieszów,43.0321
612032,gm.w Karczmiska,43.029
1415102,gm.w Rzekuń,43.0083
206052,gm.w Janowice Wielkie,43.0042
1012122,gm.w Radomsko,43.004
2603053,gm.m-w. Skalbmierz,43.0003
604082,gm.w Werbkowice,42.9997
1420032,gm.w Baboszewo,42.9925
620072,gm.w Nielisz,42.9924
1016082,gm.w Rzeczyca,42.9811
2813032,gm.w Kowale Oleckie,42.9759
2813043,gm.m-w. Olecko,42.9704
2011043,gm.m-w. Krynki,42.9682
1015032,gm.w Godzianów,42.9644
1404022,gm.w Gostynin,42.9623
3004042,gm.w Pępowo,42.9606
612053,gm.m-w. Opole Lubelskie,42.9564
1416052,gm.w Małkinia Górna,42.9326
1601043,gm.m-w. Lewin Brzeski,42.9306
2063011,Suwałki,42.9113
1209082,gm.w Tokarnia,42.8894
2214032,gm.w Morzeszczyn,42.8885
2212072,gm.w Potęgowo,42.8823
3218053,gm.m-w. Węgorzyno,42.8821
1013023,gm.m-w. Biała Rawska,42.8775
1201032,gm.w Drwinia,42.8703
2413082,gm.w Tworóg,42.864
219032,gm.w Dobromierz,42.8571
1404043,gm.m-w. Sanniki,42.85
2610042,gm.w Skarżysko Kościelne,42.8499
214053,gm.m-w. Międzybórz,42.8431
1434062,gm.w Jadów,42.836
3010062,gm.w Krzymów,42.8256
1433072,gm.w Sadowne,42.8053
1009032,gm.w Nowa Brzeźnica,42.7784
2806062,gm.w Miłki,42.7761
414112,gm.w Warlubie,42.7754
2201082,gm.w Studzienice,42.7666
1433042,gm.w Liw,42.7577
1004042,gm.w Grabów,42.7518
609102,gm.w Niedrzwica Duża,42.7478
1606042,gm.w Świerczów,42.7432
1216092,gm.w Tarnów,42.7395
2604142,gm.w Piekoszów,42.7311
1012082,gm.w Lgota Wielka,42.7264
1201022,gm.w Bochnia,42.7253
1433053,gm.m-w. Łochów,42.7125
211043,gm.m-w. Ścinawa,42.7066
1007072,gm.w Sławno,42.6946
3214102,gm.w Stargard,42.6944
226043,gm.m-w. Świerzawa,42.6777
2405073,gm.m-w. Toszek,42.645
2212022,gm.w Damnica,42.6316
2001062,gm.w Płaska,42.6255
2062011,Łomża,42.6238
210042,gm.w Lubań,42.594
3018022,gm.w Doruchów,42.5833
1409063,gm.m-w. Solec nad Wisłą,42.5798
614022,gm.w Baranów,42.5587
1402062,gm.w Ojrzeń,42.5567
607011,Kraśnik,42.545
408092,gm.w Wielgie,42.5209
402073,gm.m-w. Jabłonowo Pomorskie,42.4986
1416112,gm.w Zaręby Kościelne,42.4958
1201042,gm.w Lipnica Murowana,42.4672
1416022,gm.w Andrzejewo,42.4664
1609092,gm.w Popielów,42.4395
2807032,gm.w Iława,42.4386
3009052,gm.w Grzegorzew,42.4184
1018052,gm.w Łubnice,42.4159
1403042,gm.w Garwolin,42.4127
1413072,gm.w Szreńsk,42.4079
1435032,gm.w Rząśnik,42.393
1817011,Sanok,42.3849
1816092,gm.w Krasne,42.3829
1007032,gm.w Mniszków,42.3789
1005082,gm.w Łyszkowice,42.3767
1407042,gm.w Grabów nad Pilicą,42.3577
1803011,Dębica,42.3466
1427052,gm.w Sierpc,42.3044
1605013,gm.m-w. Gogolin,42.3028
1413092,gm.w Wieczfnia Kościelna,42.2923
1209042,gm.w Pcim,42.2446
2815042,gm.w Łukta,42.2418
601162,gm.w Terespol,42.2202
1434102,gm.w Strachówka,42.219
617022,gm.w Mełgiew,42.2171
615011,Radzyń Podlaski,42.196
2002032,gm.w Dobrzyniewo Duże,42.1769
3203013,gm.m-w. Czaplinek,42.155
1433082,gm.w Stoczek,42.1491
2208052,gm.w Wicko,42.1445
1016062,gm.w Lubochnia,42.1311
3008052,gm.w Perzów,42.1248
2203032,gm.w Człuchów,42.1222
2411042,gm.w Krzyżanowice,42.1189
1211011,Nowy Targ,42.1144
3018033,gm.m-w. Grabów nad Prosną,42.1114
1419142,gm.w Staroźreby,42.1023
609142,gm.w Wólka,42.0995
202073,gm.m-w. Niemcza,42.0994
2605022,gm.w Gowarczów,42.0799
601052,gm.w Janów Podlaski,42.0772
1403092,gm.w Parysów,42.071
2406052,gm.w Opatów,42.0426
3018052,gm.w Kraszewice,42.033
1610032,gm.w Lubrza,42.0266
2411033,gm.m-w. Krzanowice,42.019
216013,gm.m-w. Chocianów,42.0093
2817022,gm.w Dźwierzuty,42.0084
2208032,gm.w Cewice,42.0024
1020052,gm.w Głowno,42.0017
606022,gm.w Fajsławice,41.9872
2809022,gm.w Kiwity,41.9742
224022,gm.w Ciepłowody,41.9631
1603052,gm.w Polska Cerekiew,41.9616
812023,gm.m-w. Szlichtyngowa,41.9605
3009072,gm.w Koło,41.9478
404022,gm.w Chełmno,41.936
2011102,gm.w Szudziałowo,41.9275
619062,gm.w Włodawa,41.9226
2417042,gm.w Jeleśnia,41.9152
1413102,gm.w Wiśniewo,41.8976
602011,Biłgoraj,41.8741
1605053,gm.m-w. Zdzieszowice,41.8665
2002133,gm.m-w. Wasilków,41.8664
2002052,gm.w Juchnowiec Kościelny,41.8616
2207043,gm.m-w. Prabuty,41.8526
2003021,Brańsk,41.8517
2606082,gm.w Wojciechowice,41.8506
2213122,gm.w Starogard Gdański,41.8441
209022,gm.w Chojnów,41.8304
3027062,gm.w Przykona,41.8303
603022,gm.w Białopole,41.8195
2001011,Augustów,41.8119
1808011,Leżajsk,41.8108
3213032,gm.w Darłowo,41.7954
3214082,gm.w Marianowo,41.7935
224073,gm.m-w. Złoty Stok,41.7914
2815032,gm.w Grunwald,41.7894
3216062,gm.w Świdwin,41.7831
2604162,gm.w Raków,41.7749
2215052,gm.w Gniewino,41.765
2205052,gm.w Somonino,41.7634
605053,gm.m-w. Janów Lubelski,41.7631
3210033,gm.m-w. Dębno,41.7492
1609032,gm.w Dobrzeń Wielki,41.7305
2607043,gm.m-w. Ćmielów,41.7216
1609052,gm.w Łubniany,41.7187
2612043,gm.m-w. Osiek,41.7082
2205072,gm.w Sulęczyno,41.7023
2610022,gm.w Bliżyn,41.7011
2804022,gm.w Godkowo,41.6863
3201043,gm.m-w. Tychowo,41.6791
1420052,gm.w Dzierzążnia,41.662
225072,gm.w Zgorzelec,41.6559
603072,gm.w Leśniowice,41.6479
1607022,gm.w Kamiennik,41.6202
1401042,gm.w Stara Błotnica,41.6131
1412082,gm.w Jakubów,41.603
1435012,gm.w Brańszczyk,41.603
1007052,gm.w Paradyż,41.5993
1415112,gm.w Troszyn,41.5873
620153,gm.m-w. Zwierzyniec,41.5821
2013042,gm.w Klukowo,41.5746
1430053,gm.m-w. Szydłowiec,41.5725
2403042,gm.w Brenna,41.5546
618032,gm.w Jarczów,41.5542
601082,gm.w Leśna Podlaska,41.545
2202023,gm.m-w. Brusy,41.5396
2603012,gm.w Bejsce,41.5369
3210022,gm.w Boleszkowice,41.532
2814122,gm.w Świątki,41.5184
2807043,gm.m-w. Kisielice,41.4745
2808032,gm.w Kętrzyn,41.461
1436022,gm.w Policzna,41.4283
2011013,gm.m-w. Dąbrowa Białostocka,41.4093
601142,gm.w Sławatycze,41.4052
810062,gm.w Niegosławice,41.396
2213042,gm.w Bobowo,41.3879
408082,gm.w Tłuchowo,41.3875
1607033,gm.m-w. Korfantów,41.3821
1013062,gm.w Sadkowice,41.3281
601182,gm.w Wisznice,41.3262
1009082,gm.w Sulmierzyce,41.3255
2611022,gm.w Brody,41.3011
1609112,gm.w Tarnów Opolski,41.2998
208103,gm.m-w. Międzylesie,41.2979
2201032,gm.w Czarna Dąbrówka,41.2883
1013052,gm.w Regnów,41.2864
3215023,gm.m-w. Barwice,41.2794
1602013,gm.m-w. Baborów,41.2642
1419053,gm.m-w. Drobin,41.2495
1413082,gm.w Szydłowo,41.2387
2005011,Hajnówka,41.2337
1604043,gm.m-w. Wołczyn,41.2259
1002032,gm.w Dąbrowice,41.223
2213072,gm.w Osieczna,41.2193
1409052,gm.w Sienno,41.202
2013023,gm.m-w. Ciechanowiec,41.1702
2213052,gm.w Kaliska,41.17
2808043,gm.m-w. Korsze,41.1635
208123,gm.m-w. Radków,41.1128
604062,gm.w Trzeszczany,41.071
1601052,gm.w Lubsza,41.0692
2606022,gm.w Iwaniska,41.0681
620032,gm.w Komarów-Osada,41.0656
619022,gm.w Hanna,41.0606
609162,gm.w Zakrzew,41.0589
2817062,gm.w Szczytno,41.052
1402052,gm.w Grudusk,41.0467
1019042,gm.w Zduńska Wola,41.042
1609083,gm.m-w. Ozimek,41.0304
2213062,gm.w Lubichowo,41.0153
1436053,gm.m-w. Zwoleń,40.9917
2009042,gm.w Puńsk,40.9769
1609042,gm.w Komprachcice,40.9725
610033,gm.m-w. Łęczna,40.9633
1422032,gm.w Czernice Borowe,40.961
1425062,gm.w Jedlnia-Letnisko,40.9486
2014011,Zambrów,40.947
2607062,gm.w Waśniów,40.9252
216022,gm.w Gaworzyce,40.9194
2003011,Bielsk Podlaski,40.916
620043,gm.m-w. Krasnobród,40.9143
804032,gm.w Kolsko,40.9132
2411062,gm.w Nędza,40.8944
3009082,gm.w Kościelec,40.8846
2815052,gm.w Małdyty,40.8813
225052,gm.w Sulików,40.8624
201052,gm.w Osiecznica,40.8617
1009072,gm.w Strzelce Wielkie,40.859
2809032,gm.w Lidzbark Warmiński,40.8084
1606032,gm.w Pokój,40.8048
2201042,gm.w Kołczygłowy,40.7609
2806102,gm.w Wydminy,40.7383
2201102,gm.w Tuchomie,40.7236
212023,gm.m-w. Lubomierz,40.7156
601092,gm.w Łomazy,40.7134
3031072,gm.w Zakrzewo,40.6967
1427032,gm.w Mochowo,40.6854
1211123,gm.m-w. Rabka-Zdrój,40.6723
620142,gm.w Zamość,40.6557
3027042,gm.w Kawęczyn,40.6015
1611043,gm.m-w. Leśnica,40.6009
601152,gm.w Sosnówka,40.5936
214042,gm.w Dziadowa Kłoda,40.5829
606062,gm.w Kraśniczyn,40.5821
1401052,gm.w Stromiec,40.5776
201032,gm.w Gromadka,40.568
1216112,gm.w Wierzchosławice,40.5633
607023,gm.m-w. Annopol,40.5517
3212042,gm.w Przelewice,40.5474
2002112,gm.w Turośń Kościelna,40.5273
3204033,gm.m-w. Maszewo,40.5224
2805011,Ełk,40.5166
201022,gm.w Bolesławiec,40.51
1403052,gm.w Górzno,40.5063
2205012,gm.w Chmielno,40.498
1420102,gm.w Raciąż,40.4965
1001072,gm.w Szczerców,40.4921
2215072,gm.w Luzino,40.4746
1201072,gm.w Rzezawa,40.4637
1413062,gm.w Stupsk,40.4564
3004033,gm.m-w. Krobia,40.432
1205092,gm.w Sękowa,40.4294
2604073,gm.m-w. Łagów,40.4287
3201033,gm.m-w. Karlino,40.4267
1404052,gm.w Szczawin Kościelny,40.4216
1425112,gm.w Wierzbica,40.4038
606042,gm.w Izbica,40.3961
606112,gm.w Żółkiewka,40.3846
1433032,gm.w Korytnica,40.3721
2205062,gm.w Stężyca,40.3716
1435022,gm.w Długosiodło,40.3708
1611012,gm.w Izbicko,40.3658
2002023,gm.m-w. Czarna Białostocka,40.3532
2207032,gm.w Kwidzyn,40.3411
408062,gm.w Lipno,40.2959
603132,gm.w Wojsławice,40.2853
1016042,gm.w Czerniewice,40.2789
2817043,gm.m-w. Pasym,40.272
3027082,gm.w Turek,40.2285
1215052,gm.w Jordanów,40.2224
1429082,gm.w Sokołów Podlaski,40.1855
3007042,gm.w Godziesze Wielkie,40.1799
602123,gm.m-w. Tarnogród,40.1753
1209092,gm.w Wiśniowa,40.1726
3009022,gm.w Babiak,40.1685
1211042,gm.w Czorsztyn,40.1487
618102,gm.w Telatyn,40.1401
202033,gm.m-w. Pieszyce,40.1374
1410052,gm.w Sarnaki,40.1347
1809023,gm.m-w. Cieszanów,40.0961
2213102,gm.w Skórcz,40.0733
1818011,Stalowa Wola,40.0701
1416102,gm.w Wąsewo,40.0661
1809053,gm.m-w. Narol,40.0584
1007082,gm.w Żarnów,40.055
620022,gm.w Grabowiec,40.0522
1816132,gm.w Trzebownisko,40.0433
2813062,gm.w Wieliczki,40.0063
3007062,gm.w Lisków,39.9922
1216042,gm.w Pleśna,39.9916
1816122,gm.w Świlcza,39.9656
2807052,gm.w Lubawa,39.9552
1816033,gm.m-w. Boguchwała,39.9551
3027052,gm.w Malanów,39.9114
1609012,gm.w Chrząstowice,39.9081
1406042,gm.w Goszczyn,39.9048
225063,gm.m-w. Węgliniec,39.9025
601112,gm.w Piszczac,39.8824
612042,gm.w Łaziska,39.8807
611112,gm.w Wola Mysłowska,39.8778
2403031,Wisła,39.8474
616032,gm.w Nowodwór,39.8372
1426072,gm.w Przesmyki,39.8278
1410023,gm.m-w. Łosice,39.8175
2008022,gm.w Jasionówka,39.8008
1804021,Radymno,39.7967
1611063,gm.m-w. Ujazd,39.7759
1012142,gm.w Żytno,39.7441
202041,Piława Górna,39.7392
1609062,gm.w Murów,39.7385
2604023,gm.m-w. Bodzentyn,39.7164
1215042,gm.w Bystra-Sidzina,39.7099
1021022,gm.w Brzeziny,39.689
1816011,Dynów,39.6668
1013042,gm.w Rawa Mazowiecka,39.6111
609122,gm.w Strzyżewice,39.6087
604072,gm.w Uchanie,39.5936
2415072,gm.w Lubomia,39.5926
609042,gm.w Garbów,39.5778
1601022,gm.w Skarbimierz,39.5597
620012,gm.w Adamów,39.5475
3009092,gm.w Olszówka,39.5214
601132,gm.w Rossosz,39.5073
602042,gm.w Biszcza,39.4942
613052,gm.w Podedwórze,39.4852
1415092,gm.w Olszewo-Borki,39.4661
1420092,gm.w Płońsk,39.4386
1216082,gm.w Skrzyszów,39.4318
613022,gm.w Jabłoń,39.4201
1001032,gm.w Drużbice,39.4061
1209052,gm.w Raciechowice,39.3911
1016112,gm.w Żelechlinek,39.3701
2010011,Siemiatycze,39.3385
1412102,gm.w Latowicz,39.3196
2011022,gm.w Janów,39.3053
3009102,gm.w Osiek Mały,39.3043
2205032,gm.w Przodkowo,39.2972
1818053,gm.m-w. Zaklików,39.2845
1426053,gm.m-w. Mordy,39.2757
1001083,gm.m-w. Zelów,39.2511
618022,gm.w Bełżec,39.2424
2003082,gm.w Wyszki,39.2376
1014072,gm.w Klonowa,39.2313
2816033,gm.m-w. Pisz,39.2303
2009022,gm.w Giby,39.2179
3017082,gm.w Sośnie,39.2046
1429053,gm.m-w. Kosów Lacki,39.2034
1429072,gm.w Sabnie,39.1998
1403143,gm.m-w. Żelechów,39.1798
617052,gm.w Trawniki,39.16
1202033,gm.m-w. Czchów,39.1583
605063,gm.m-w. Modliborzyce,39.1524
1609132,gm.w Turawa,39.1265
2012072,gm.w Suwałki,39.126
612023,gm.m-w. Józefów nad Wisłą,39.0968
2811012,gm.w Janowiec Kościelny,39.0855
620112,gm.w Stary Zamość,39.0747
2011093,gm.m-w. Suchowola,39.0687
2809042,gm.w Lubomino,39.0353
1001022,gm.w Bełchatów,39.0353
1411042,gm.w Krasnosielc,39.0259
3201022,gm.w Białogard,39.0163
1204042,gm.w Mędrzechów,39.0129
602092,gm.w Łukowa,39.0122
224042,gm.w Stoszowice,38.9925
2001072,gm.w Sztabin,38.9912
3214092,gm.w Stara Dąbrowa,38.9831
2006011,Kolno,38.9727
2604182,gm.w Strawczyn,38.9639
2604082,gm.w Łopuszno,38.9623
2417142,gm.w Ujsoły,38.9469
202052,gm.w Dzierżoniów,38.9216
1013032,gm.w Cielądz,38.9114
2604062,gm.w Górno,38.8832
2411053,gm.m-w. Kuźnia Raciborska,38.8712
1802062,gm.w Nozdrzec,38.8524
1814053,gm.m-w. Kańczuga,38.836
1430022,gm.w Jastrząb,38.8329
204032,gm.w Niechlów,38.8044
1428032,gm.w Iłów,38.7708
1216133,gm.m-w. Wojnicz,38.7706
1403112,gm.w Sobolew,38.7251
3007053,gm.m-w. Koźminek,38.699
1423052,gm.w Potworów,38.6743
1009052,gm.w Rząśnia,38.6677
1809063,gm.m-w. Oleszyce,38.6436
1415032,gm.w Czerwin,38.6427
610062,gm.w Spiczyn,38.6227
2203052,gm.w Koczała,38.5933
1804062,gm.w Pawłosiów,38.5811
2407052,gm.w Kochanowice,38.5544
1810042,gm.w Łańcut,38.5544
3213062,gm.w Sławno,38.5486
1202072,gm.w Szczurowa,38.5351
1816143,gm.m-w. Tyczyn,38.5294
2810032,gm.w Mrągowo,38.5143
2411082,gm.w Rudnik,38.5049
607032,gm.w Dzierzkowice,38.5027
2605043,gm.m-w. Radoszyce,38.4932
1409022,gm.w Ciepielów,38.4629
201043,gm.m-w. Nowogrodziec,38.4595
608082,gm.w Michów,38.4455
1437052,gm.w Siemiątkowo,38.4413
1422062,gm.w Krzynowłoga Mała,38.4255
1202012,gm.w Borzęcin,38.4057
2001043,gm.m-w. Lipsk,38.3936
608042,gm.w Jeziorzany,38.3909
3017072,gm.w Sieroszewice,38.3747
1603022,gm.w Bierawa,38.3661
618053,gm.m-w. Lubycza Królewska,38.3645
2611042,gm.w Pawłów,38.342
1430012,gm.w Chlewiska,38.3291
2014032,gm.w Rutki,38.3085
1210062,gm.w Korzenna,38.2854
601192,gm.w Zalesie,38.2823
1426102,gm.w Suchożebry,38.2631
2002063,gm.m-w. Łapy,38.2534
618092,gm.w Tarnawatka,38.2497
2813052,gm.w Świętajno,38.2488
602142,gm.w Turobin,38.2363
1410032,gm.w Olszanka,38.2292
618132,gm.w Ulhówek,38.2267
2012022,gm.w Filipów,38.2241
608022,gm.w Abramów,38.2229
620062,gm.w Miączyn,38.2213
602073,gm.m-w. Józefów,38.2046
1403122,gm.w Trojanów,38.1979
1209022,gm.w Lubień,38.1944
1610023,gm.m-w. Głogówek,38.1793
3012052,gm.w Rozdrażew,38.1673
1419112,gm.w Słubice,38.1653
2215082,gm.w Łęczyce,38.1507
1409012,gm.w Chotcza,38.1483
609062,gm.w Jabłonna,38.1152
2606012,gm.w Baćkowice,38.1021
2002103,gm.m-w. Suraż,38.1002
1436042,gm.w Tczów,38.1001
1809032,gm.w Horyniec-Zdrój,38.09
1820013,gm.m-w. Baranów Sandomierski,38.0799
2811022,gm.w Janowo,38.0555
1810072,gm.w Żołynia,38.0276
606052,gm.w Krasnystaw,37.9551
2411072,gm.w Pietrowice Wielkie,37.9501
2606072,gm.w Tarłów,37.9317
1425132,gm.w Zakrzew,37.9095
601072,gm.w Konstantynów,37.9064
1425122,gm.w Wolanów,37.902
1811052,gm.w Mielec,37.8654
1205042,gm.w Gorlice,37.8612
2012062,gm.w Rutka-Tartak,37.8541
614072,gm.w Markuszów,37.8525
603062,gm.w Kamień,37.8424
1813102,gm.w Żurawica,37.7743
3031082,gm.w Złotów,37.7611
1216013,gm.m-w. Ciężkowice,37.7503
1426042,gm.w Mokobody,37.7489
1416043,gm.m-w. Brok,37.7338
620102,gm.w Skierbieszów,37.7114
1611033,gm.m-w. Kolonowskie,37.7111
1425052,gm.w Jedlińsk,37.7077
620052,gm.w Łabunie,37.706
1426062,gm.w Paprotnia,37.7049
1205033,gm.m-w. Bobowa,37.6951
1611073,gm.m-w. Zawadzkie,37.6941
619052,gm.w Urszulin,37.6801
620092,gm.w Sitno,37.6693
1210022,gm.w Chełmiec,37.6601
603142,gm.w Żmudź,37.6241
2011062,gm.w Nowy Dwór,37.6215
601122,gm.w Rokitno,37.6065
2605072,gm.w Smyków,37.6062
225043,gm.m-w. Pieńsk,37.5956
603122,gm.w Wierzbica,37.58
2003042,gm.w Boćki,37.5701
1430042,gm.w Orońsko,37.5441
1819012,gm.w Czudec,37.5308
1216153,gm.m-w. Żabno,37.5305
2201052,gm.w Lipnica,37.524
602053,gm.m-w. Frampol,37.4814
618082,gm.w Susiec,37.4594
1410012,gm.w Huszlew,37.446
1016032,gm.w Budziszewice,37.4364
1611022,gm.w Jemielnica,37.4308
2005082,gm.w Narew,37.4305
1608023,gm.m-w. Gorzów Śląski,37.4226
618042,gm.w Krynice,37.422
607083,gm.m-w. Urzędów,37.4187
1001042,gm.w Kleszczów,37.4104
1425103,gm.m-w. Skaryszew,37.4064
2816013,gm.m-w. Biała Piska,37.3938
1603062,gm.w Reńska Wieś,37.378
620133,gm.m-w. Szczebrzeszyn,37.3545
2002143,gm.m-w. Zabłudów,37.3429
1811022,gm.w Borowa,37.3406
2011032,gm.w Korycin,37.3266
603153,gm.m-w. Rejowiec,37.2836
1820022,gm.w Gorzyce,37.2797
609152,gm.w Wysokie,37.2157
2005032,gm.w Czeremcha,37.2063
1608033,gm.m-w. Olesno,37.1599
1407022,gm.w Głowaczów,37.153
607042,gm.w Gościeradów,37.1453
2012092,gm.w Wiżajny,37.1268
1425072,gm.w Kowala,37.0895
1807083,gm.m-w. Rymanów,37.0599
204022,gm.w Jemielno,37.0408
618072,gm.w Rachanie,37.04
1202062,gm.w Iwkowa,37.0393
