teryt,municipality,%_vaccinated
2407011,Lubliniec,48.9576
801032,gm.w Deszczno,48.9546
3023062,gm.w Słupca,48.9531
2417122,gm.w Ślemień,48.953
1015012,gm.w Bolimów,48.9319
1007043,gm.m-w. Opoczno,48.9209
219021,Świebodzice,48.9135
3024042,gm.w Obrzycko,48.9106
401031,Nieszawa,48.9095
1406083,gm.m-w. Nowe Miasto nad Pilicą,48.9035
1006032,gm.w Brójce,48.8981
1263011,Tarnów,48.8949
3003023,gm.m-w. Czerniejewo,48.8766
2604123,gm.m-w. Morawica,48.8765
2602033,gm.m-w. Małogoszcz,48.8734
206031,Piechowice,48.8655
415072,gm.w Obrowo,48.8606
1406092,gm.w Pniewy,48.8513
214032,gm.w Dobroszyce,48.8382
205011,Jawor,48.8336
2412022,gm.w Gaszowice,48.8332
404042,gm.w Lisewo,48.8323
2005022,gm.w Białowieża,48.8263
1419063,gm.m-w. Gąbin,48.8194
2802033,gm.m-w. Frombork,48.8193
1017102,gm.w Wierzchlas,48.8189
2209082,gm.w Stare Pole,48.81
1209073,gm.m-w. Sułkowice,48.8082
811043,gm.m-w. Jasień,48.8078
1019023,gm.m-w. Szadek,48.7992
208041,Nowa Ruda,48.7964
1005022,gm.w Bielawy,48.7944
3006013,gm.m-w. Jaraczewo,48.7844
3212053,gm.m-w. Pyrzyce,48.7804
214073,gm.m-w. Syców,48.7484
2611053,gm.m-w. Wąchock,48.7461
1606023,gm.m-w. Namysłów,48.7448
2803062,gm.w Rybno,48.743
418113,gm.m-w. Lubień Kujawski,48.735
811072,gm.w Przewóz,48.7287
3206033,gm.m-w. Chojna,48.7147
1020021,Ozorków,48.7035
2412013,gm.m-w. Czerwionka-Leszczyny,48.6936
3216033,gm.m-w. Połczyn-Zdrój,48.6932
2402032,gm.w Buczkowice,48.6905
2479011,Żory,48.6872
1007023,gm.m-w. Drzewica,48.6807
2404122,gm.w Olsztyn,48.679
209011,Chojnów,48.6778
3010103,gm.m-w. Sompolno,48.6746
2204022,gm.w Cedry Wielkie,48.6688
2814052,gm.w Gietrzwałd,48.6579
2413011,Kalety,48.6547
805033,gm.m-w. Ośno Lubuskie,48.6474
3203033,gm.m-w. Kalisz Pomorski,48.6357
3213052,gm.w Postomino,48.6344
1402072,gm.w Opinogóra Górna,48.6273
1429092,gm.w Sterdyń,48.6253
1413042,gm.w Radzanów,48.6205
3216022,gm.w Brzeżno,48.6156
413043,gm.m-w. Więcbork,48.6137
2612012,gm.w Bogoria,48.6062
2810011,Mrągowo,48.5964
2605052,gm.w Ruda Maleniecka,48.5911
804023,gm.m-w. Bytom Odrzański,48.5677
619042,gm.w Stary Brus,48.5507
3209082,gm.w Świeszyno,48.5445
1437033,gm.m-w. Lubowidz,48.5433
3019022,gm.w Białośliwie,48.534
3007093,gm.m-w. Stawiszyn,48.5298
2403113,gm.m-w. Strumień,48.529
614112,gm.w Żyrzyn,48.526
226032,gm.w Pielgrzymka,48.5252
1403132,gm.w Wilga,48.5079
1419042,gm.w Bulkowo,48.5015
3023032,gm.w Orchowo,48.5
412032,gm.w Rogowo,48.4906
3208062,gm.w Siemyśl,48.4903
410042,gm.w Sadki,48.4903
807023,gm.m-w. Lubniewice,48.4752
1425011,Pionki,48.475
810053,gm.m-w. Małomice,48.4608
803042,gm.w Pszczew,48.4488
3009032,gm.w Chodów,48.4422
1433092,gm.w Wierzbno,48.418
206041,Szklarska Poręba,48.4142
203062,gm.w Żukowice,48.4001
212033,gm.m-w. Lwówek Śląski,48.3999
1012072,gm.w Kodrąb,48.395
2216013,gm.m-w. Dzierzgoń,48.3931
2403082,gm.w Hażlach,48.3927
806032,gm.w Stare Kurowo,48.3639
406022,gm.w Gruta,48.3455
1407062,gm.w Magnuszew,48.3448
809043,gm.m-w. Kargowa,48.3405
1017022,gm.w Czarnożyły,48.3404
1012053,gm.m-w. Kamieńsk,48.3302
1438042,gm.w Radziejowice,48.3259
2061011,Białystok,48.321
406033,gm.m-w. Łasin,48.3158
1218022,gm.w Brzeźnica,48.3034
1608043,gm.m-w. Praszka,48.2877
1215082,gm.w Zawoja,48.2797
2406042,gm.w Miedźno,48.2708
405052,gm.w Radomin,48.2505
417032,gm.w Książki,48.2492
1021011,Brzeziny,48.2491
1863011,Rzeszów,48.2455
1017062,gm.w Ostrówek,48.245
2612033,gm.m-w. Oleśnica,48.2436
1411102,gm.w Szelków,48.2389
2207052,gm.w Ryjewo,48.2278
2613042,gm.w Radków,48.2207
3013033,gm.m-w. Osieczna,48.2177
3031053,gm.m-w. Okonek,48.217
810032,gm.w Brzeźnica,48.2128
1018062,gm.w Sokolniki,48.2097
220063,gm.m-w. Żmigród,48.1928
416052,gm.w Śliwice,48.168
2210032,gm.w Ostaszewo,48.1597
3001032,gm.w Chodzież,48.1584
3201011,Białogard,48.1503
3002062,gm.w Połajewo,48.1475
3209033,gm.m-w. Bobolice,48.1427
1002062,gm.w Kutno,48.1321
1007062,gm.w Poświętne,48.1135
1419153,gm.m-w. Wyszogród,48.102
1214033,gm.m-w. Nowe Brzesko,48.0444
1604023,gm.m-w. Kluczbork,48.0377
2210042,gm.w Stegna,48.0284
2207011,Kwidzyn,48.0263
2404052,gm.w Kłomnice,48.0256
805022,gm.w Górzyca,48.0065
2213013,gm.m-w. Czarna Woda,48.0038
2413052,gm.w Krupski Młyn,48.0013
1021032,gm.w Dmosin,47.9982
409043,gm.m-w. Strzelno,47.9955
1009013,gm.m-w. Działoszyn,47.967
418052,gm.w Choceń,47.9646
1420062,gm.w Joniec,47.9623
2814023,gm.m-w. Biskupiec,47.9617
2603043,gm.m-w. Opatowiec,47.9567
1405032,gm.w Baranów,47.9427
2404102,gm.w Mstów,47.9347
1411032,gm.w Karniewo,47.9187
3006032,gm.w Kotlin,47.9161
1407053,gm.m-w. Kozienice,47.9152
206092,gm.w Stara Kamienica,47.9048
410013,gm.m-w. Kcynia,47.9022
419033,gm.m-w. Janowiec Wielkopolski,47.9005
2216022,gm.w Mikołajki Pomorskie,47.8826
2613052,gm.w Secemin,47.873
412052,gm.w Skrwilno,47.8722
3002022,gm.w Czarnków,47.8685
3019083,gm.m-w. Wyrzysk,47.8641
2210023,gm.m-w. Nowy Dwór Gdański,47.8616
2212102,gm.w Ustka,47.8602
1015052,gm.w Lipce Reymontowskie,47.85
810092,gm.w Żagań,47.8475
1435053,gm.m-w. Wyszków,47.8392
1607082,gm.w Pakosławice,47.8261
206082,gm.w Podgórzyn,47.8093
811063,gm.m-w. Lubsko,47.8032
2415052,gm.w Godów,47.7934
412022,gm.w Brzuze,47.7858
2476011,Świętochłowice,47.7804
609072,gm.w Jastków,47.7737
2415041,Wodzisław Śląski,47.7699
1002092,gm.w Oporów,47.7684
1017052,gm.w Osjaków,47.7637
3214113,gm.m-w. Suchań,47.7444
3215052,gm.w Grzmiąca,47.7361
418043,gm.m-w. Brześć Kujawski,47.7273
402053,gm.m-w. Górzno,47.7232
1010012,gm.w Aleksandrów,47.7214
1438023,gm.m-w. Mszczonów,47.7098
2808062,gm.w Srokowo,47.7035
414012,gm.w Bukowiec,47.6998
3017052,gm.w Przygodzice,47.6946
2416102,gm.w Żarnowiec,47.6683
2406062,gm.w Panki,47.6663
414102,gm.w Świekatowo,47.6648
417042,gm.w Płużnica,47.663
1435042,gm.w Somianka,47.6538
2205023,gm.m-w. Kartuzy,47.6511
2211062,gm.w Krokowa,47.6503
3003093,gm.m-w. Trzemeszno,47.6375
1607073,gm.m-w. Paczków,47.6225
3010092,gm.w Skulsk,47.6214
219052,gm.w Marcinowice,47.6081
1003052,gm.w Wodzierady,47.5973
2606032,gm.w Lipnik,47.5959
2404112,gm.w Mykanów,47.593
3210043,gm.m-w. Myślibórz,47.5903
2413092,gm.w Zbrosławice,47.5679
1414032,gm.w Leoncin,47.5662
2406082,gm.w Przystajń,47.5637
1425033,gm.m-w. Iłża,47.5602
214023,gm.m-w. Bierutów,47.5539
217022,gm.w Kondratowice,47.5351
211022,gm.w Lubin,47.5274
226062,gm.w Złotoryja,47.5265
1419072,gm.w Łąck,47.526
614092,gm.w Puławy,47.5251
1405052,gm.w Jaktorów,47.5233
804043,gm.m-w. Kożuchów,47.5002
1412062,gm.w Dobre,47.4874
2467011,Jastrzębie-Zdrój,47.4818
2407042,gm.w Herby,47.4812
2406072,gm.w Popów,47.455
223032,gm.w Jordanów Śląski,47.4507
218012,gm.w Kostomłoty,47.4469
1011052,gm.w Wartkowice,47.4275
2417152,gm.w Węgierska Górka,47.4202
2815083,gm.m-w. Morąg,47.4117
606011,Krasnystaw,47.4079
214083,gm.m-w. Twardogóra,47.397
1461011,Ostrołęka,47.3904
662011,Chełm,47.3837
2806052,gm.w Kruklanki,47.3836
2410062,gm.w Suszec,47.3815
1417062,gm.w Osieck,47.3727
2213112,gm.w Smętowo Graniczne,47.3603
1014042,gm.w Brzeźnio,47.3585
1605023,gm.m-w. Krapkowice,47.3564
2415031,Rydułtowy,47.3556
614083,gm.m-w. Nałęczów,47.3483
2214062,gm.w Tczew,47.3427
1010022,gm.w Czarnocin,47.3316
406043,gm.m-w. Radzyń Chełmiński,47.3307
1809011,Lubaczów,47.3204
1209033,gm.m-w. Myślenice,47.3191
2605062,gm.w Słupia Konecka,47.3122
1001011,Bełchatów,47.2979
1210011,Grybów,47.2937
1002082,gm.w Nowe Ostrowy,47.2925
2601072,gm.w Tuczępy,47.29
1016052,gm.w Inowłódz,47.2899
2601083,gm.m-w. Wiślica,47.2878
1215092,gm.w Zembrzyce,47.2821
3028053,gm.m-w. Skoki,47.2714
2212062,gm.w Kobylnica,47.2485
1218072,gm.w Stryszów,47.2255
2613012,gm.w Kluczewsko,47.2174
2406023,gm.m-w. Krzepice,47.2142
410023,gm.m-w. Mrocza,47.2098
3206092,gm.w Widuchowa,47.2083
3022042,gm.w Pakosław,47.2052
1010082,gm.w Rozprza,47.1893
1005072,gm.w Łowicz,47.1847
1411092,gm.w Sypniewo,47.1809
3209012,gm.w Będzino,47.1698
3028072,gm.w Wągrowiec,47.1551
418083,gm.m-w. Izbica Kujawska,47.1373
1434093,gm.m-w. Radzymin,47.1308
2404063,gm.m-w. Koniecpol,47.1292
203032,gm.w Jerzmanowa,47.1292
1219022,gm.w Gdów,47.1286
1423022,gm.w Gielniów,47.1275
2417072,gm.w Łękawica,47.1272
1413022,gm.w Dzierzgowo,47.1208
2609082,gm.w Wilczyce,47.1201
1011012,gm.w Dalików,47.1173
409033,gm.m-w. Mogilno,47.096
2212082,gm.w Słupsk,47.0909
2204052,gm.w Przywidz,47.0902
413013,gm.m-w. Kamień Krajeński,47.0881
3205032,gm.w Karnice,47.087
1607063,gm.m-w. Otmuchów,47.076
1018022,gm.w Czastary,47.075
2810023,gm.m-w. Mikołajki,47.0727
3010082,gm.w Rzgów,47.0718
3013052,gm.w Święciechowa,47.066
1401063,gm.m-w. Wyśmierzyce,47.0546
3031023,gm.m-w. Jastrowie,47.0346
218052,gm.w Udanin,47.0283
404052,gm.w Papowo Biskupie,47.0233
1402092,gm.w Sońsk,47.0212
404062,gm.w Stolno,47.0211
1419082,gm.w Mała Wieś,47.0151
2415021,Radlin,47.0025
2202052,gm.w Konarzyny,47.0022
2808053,gm.m-w. Reszel,46.9989
2804052,gm.w Milejewo,46.9933
218022,gm.w Malczyce,46.9818
1214012,gm.w Koniusza,46.9678
3206083,gm.m-w. Trzcińsko-Zdrój,46.9656
3206012,gm.w Banie,46.9535
2408031,Orzesze,46.9516
1214062,gm.w Radziemice,46.951
2811043,gm.m-w. Nidzica,46.9504
2609072,gm.w Samborzec,46.9436
811102,gm.w Żary,46.9424
804073,gm.m-w. Otyń,46.9417
810082,gm.w Wymiarki,46.9342
3010112,gm.w Stare Miasto,46.9313
3026023,gm.m-w. Dolsk,46.9194
1005032,gm.w Chąśno,46.9093
3013022,gm.w Lipno,46.9046
2609022,gm.w Dwikozy,46.9017
3010052,gm.w Kramsk,46.8995
3207023,gm.m-w. Golczewo,46.8857
2201023,gm.m-w. Bytów,46.8784
412062,gm.w Wąpielsk,46.8758
1005042,gm.w Domaniewice,46.873
806023,gm.m-w. Drezdenko,46.8693
2612053,gm.m-w. Połaniec,46.8544
3210013,gm.m-w. Barlinek,46.8522
805013,gm.m-w. Cybinka,46.8489
2405052,gm.w Rudziniec,46.8452
2478011,Zabrze,46.8384
1411052,gm.w Młynarze,46.8281
3218032,gm.w Radowo Małe,46.8269
3012063,gm.m-w. Zduny,46.8246
802042,gm.w Dąbie,46.821
617042,gm.w Rybczewice,46.818
614032,gm.w Janowiec,46.8085
209032,gm.w Krotoszyce,46.804
225033,gm.m-w. Bogatynia,46.8033
2607032,gm.w Bodzechów,46.8012
418132,gm.w Włocławek,46.7889
1015072,gm.w Nowy Kawęczyn,46.7833
1424032,gm.w Pokrzywnica,46.7806
2412052,gm.w Świerklany,46.7703
1002043,gm.m-w. Krośniewice,46.7654
2214043,gm.m-w. Pelplin,46.7636
1862011,Przemyśl,46.7539
208092,gm.w Lewin Kłodzki,46.7465
1419032,gm.w Brudzeń Duży,46.746
1608062,gm.w Rudniki,46.7459
2201063,gm.m-w. Miastko,46.7409
219083,gm.m-w. Żarów,46.7369
401082,gm.w Waganiec,46.7353
2002042,gm.w Gródek,46.7308
1003042,gm.w Widawa,46.7272
2609052,gm.w Łoniów,46.7222
2209073,gm.m-w. Nowy Staw,46.7018
2416073,gm.m-w. Pilica,46.6956
1424052,gm.w Świercze,46.6939
1218013,gm.m-w. Andrychów,46.6905
3010132,gm.w Wierzbinek,46.6879
664011,Zamość,46.664
3007012,gm.w Blizanów,46.6573
3002043,gm.m-w. Krzyż Wielkopolski,46.6566
2214023,gm.m-w. Gniew,46.6505
2601043,gm.m-w. Pacanów,46.6502
3218043,gm.m-w. Resko,46.6455
2206032,gm.w Karsin,46.6454
3018063,gm.m-w. Mikstat,46.6444
1428052,gm.w Nowa Sucha,46.6428
2417112,gm.w Rajcza,46.6414
1020072,gm.w Parzęczew,46.6396
1012062,gm.w Kobiele Wielkie,46.6272
1411062,gm.w Płoniawy-Bramura,46.6247
2802053,gm.m-w. Pieniężno,46.6208
1412052,gm.w Dębe Wielkie,46.6024
1018012,gm.w Bolesławiec,46.6012
1427062,gm.w Szczutowo,46.596
802032,gm.w Bytnica,46.5918
415022,gm.w Chełmża,46.5906
208083,gm.m-w. Lądek-Zdrój,46.5887
3003072,gm.w Mieleszyn,46.5852
3009063,gm.m-w. Kłodawa,46.5843
2814082,gm.w Kolno,46.5802
1010113,gm.m-w. Wolbórz,46.5799
3209063,gm.m-w. Polanów,46.5776
2203062,gm.w Przechlewo,46.5646
2604033,gm.m-w. Chęciny,46.5571
1218042,gm.w Lanckorona,46.5542
1412123,gm.m-w. Mrozy,46.5456
2211072,gm.w Puck,46.5366
3018042,gm.w Kobyla Góra,46.5363
208133,gm.m-w. Stronie Śląskie,46.5307
2804063,gm.m-w. Młynary,46.4974
1424012,gm.w Gzy,46.4936
1201063,gm.m-w. Nowy Wiśnicz,46.4842
1424062,gm.w Winnica,46.4765
3027092,gm.w Władysławów,46.4763
1219012,gm.w Biskupice,46.4759
1008042,gm.w Dobroń,46.4753
2406032,gm.w Lipie,46.47
809022,gm.w Bojadła,46.4656
2801032,gm.w Bartoszyce,46.4628
1423012,gm.w Borkowice,46.4573
214062,gm.w Oleśnica,46.4528
808022,gm.w Łagów,46.4439
212053,gm.m-w. Wleń,46.4404
1411073,gm.m-w. Różan,46.4318
405032,gm.w Golub-Dobrzyń,46.4314
2801063,gm.m-w. Sępopol,46.4309
2612022,gm.w Łubnice,46.4224
1215063,gm.m-w. Maków Podhalański,46.4205
3003032,gm.w Gniezno,46.4173
3205043,gm.m-w. Płoty,46.4167
2601022,gm.w Gnojno,46.4088
1218102,gm.w Wieprz,46.4012
1403032,gm.w Borowie,46.3965
3202053,gm.m-w. Pełczyce,46.3943
3203063,gm.m-w. Złocieniec,46.3916
801052,gm.w Lubiszyn,46.3894
415032,gm.w Czernikowo,46.3661
1010093,gm.m-w. Sulejów,46.3637
2405063,gm.m-w. Sośnicowice,46.362
1419012,gm.w Bielsk,46.3603
1008032,gm.w Dłutów,46.3555
1403103,gm.m-w. Pilawa,46.3546
2411011,Racibórz,46.3518
204043,gm.m-w. Wąsosz,46.3477
1210113,gm.m-w. Muszyna,46.3459
418072,gm.w Fabianki,46.3451
1601033,gm.m-w. Grodków,46.339
2406092,gm.w Wręczyca Wielka,46.3356
1016022,gm.w Będków,46.3265
1428062,gm.w Rybno,46.3246
2819022,gm.w Pozezdrze,46.3129
1419102,gm.w Radzanowo,46.2963
2206022,gm.w Dziemiany,46.2825
1009043,gm.m-w. Pajęczno,46.2797
3012011,Sulmierzyce,46.2734
2411022,gm.w Kornowac,46.273
402092,gm.w Świedziebnia,46.2666
1018043,gm.m-w. Lututów,46.2601
1010042,gm.w Grabica,46.2564
2013011,Wysokie Mazowieckie,46.2511
2816043,gm.m-w. Ruciane-Nida,46.2399
802072,gm.w Maszewo,46.2146
2405021,Pyskowice,46.2097
222033,gm.m-w. Wołów,46.2049
2203043,gm.m-w. Debrzno,46.1994
3204062,gm.w Przybiernów,46.1953
1420113,gm.m-w. Sochocin,46.1752
206072,gm.w Mysłakowice,46.1698
220052,gm.w Zawonia,46.1525
1209062,gm.w Siepraw,46.1411
1012042,gm.w Gomunice,46.1354
1010062,gm.w Moszczenica,46.1253
1428042,gm.w Młodzieszyn,46.1234
216043,gm.m-w. Polkowice,46.1125
1412112,gm.w Mińsk Mazowiecki,46.1111
606032,gm.w Gorzków,46.1083
2806042,gm.w Giżycko,46.1004
2415092,gm.w Mszana,46.0958
2013033,gm.m-w. Czyżew,46.0905
1210073,gm.m-w. Krynica-Zdrój,46.0894
2403072,gm.w Goleszów,46.0889
414052,gm.w Lniano,46.0807
661011,Biała Podlaska,46.0556
2606062,gm.w Sadowie,46.053
405062,gm.w Zbójno,46.052
1412142,gm.w Stanisławów,46.0497
3217043,gm.m-w. Tuczno,46.048
1004052,gm.w Łęczyca,46.0457
209062,gm.w Miłkowice,46.0422
3003082,gm.w Niechanowo,46.0404
812013,gm.m-w. Sława,46.0321
2601033,gm.m-w. Nowy Korczyn,46.0263
217032,gm.w Przeworno,46.0038
419043,gm.m-w. Łabiszyn,45.9828
3007112,gm.w Żelazków,45.9809
3204073,gm.m-w. Stepnica,45.9749
1214023,gm.m-w. Koszyce,45.963
217053,gm.m-w. Wiązów,45.9452
1413032,gm.w Lipowiec Kościelny,45.9313
1427042,gm.w Rościszewo,45.9248
604032,gm.w Horodło,45.9068
2415011,Pszów,45.9007
2409053,gm.m-w. Żarki,45.8881
414063,gm.m-w. Nowe,45.8874
801062,gm.w Santok,45.8776
212043,gm.m-w. Mirsk,45.8693
213012,gm.w Cieszków,45.8664
1407012,gm.w Garbatka-Letnisko,45.8657
616043,gm.m-w. Ryki,45.8643
406012,gm.w Grudziądz,45.8587
1021042,gm.w Jeżów,45.8534
219043,gm.m-w. Jaworzyna Śląska,45.8325
3217023,gm.m-w. Człopa,45.8222
413032,gm.w Sośno,45.8147
209073,gm.m-w. Prochowice,45.7862
1012102,gm.w Masłowice,45.784
1423082,gm.w Wieniawa,45.7763
3031042,gm.w Lipka,45.7741
207042,gm.w Marciszów,45.7729
2603033,gm.m-w. Kazimierza Wielka,45.7706
212013,gm.m-w. Gryfów Śląski,45.7693
1012113,gm.m-w. Przedbórz,45.7601
2202032,gm.w Chojnice,45.7585
205062,gm.w Wądroże Wielkie,45.7562
1011062,gm.w Zadzim,45.7455
2417132,gm.w Świnna,45.7412
3015063,gm.m-w. Zbąszyń,45.7404
3031062,gm.w Tarnówka,45.7393
1602043,gm.m-w. Kietrz,45.7284
1404032,gm.w Pacyna,45.7201
414032,gm.w Drzycim,45.7149
801022,gm.w Bogdaniec,45.7035
1011022,gm.w Pęczniew,45.6946
1423042,gm.w Odrzywół,45.6834
2613022,gm.w Krasocin,45.6739
221011,Boguszów-Gorce,45.6711
209082,gm.w Ruja,45.6607
3012023,gm.m-w. Kobylin,45.6578
804052,gm.w Nowa Sól,45.6522
1434113,gm.m-w. Tłuszcz,45.6377
1218052,gm.w Mucharz,45.6369
402032,gm.w Brodnica,45.6361
1609073,gm.m-w. Niemodlin,45.6354
3017023,gm.m-w. Nowe Skalmierzyce,45.632
1218062,gm.w Spytkowice,45.6168
1001062,gm.w Rusiec,45.6095
204013,gm.m-w. Góra,45.6085
2801052,gm.w Górowo Iławeckie,45.5845
2804042,gm.w Markusy,45.5608
418102,gm.w Lubanie,45.5604
807012,gm.w Krzeszyce,45.5317
216032,gm.w Grębocice,45.5316
2204072,gm.w Suchy Dąb,45.5273
1424072,gm.w Zatory,45.5261
1005052,gm.w Kiernozia,45.5226
3007083,gm.m-w. Opatówek,45.5178
2604092,gm.w Masłów,45.5084
1607013,gm.m-w. Głuchołazy,45.5046
604052,gm.w Mircze,45.5032
3013012,gm.w Krzemieniewo,45.5029
219072,gm.w Świdnica,45.5
3017042,gm.w Ostrów Wielkopolski,45.4911
3028022,gm.w Damasławek,45.4751
2403062,gm.w Dębowiec,45.4748
206021,Kowary,45.4742
1008072,gm.w Pabianice,45.4698
3018012,gm.w Czajków,45.4691
1433062,gm.w Miedzna,45.4617
2607022,gm.w Bałtów,45.4464
2202043,gm.m-w. Czersk,45.436
2206052,gm.w Liniewo,45.4328
2417102,gm.w Radziechowy-Wieprz,45.4316
1438032,gm.w Puszcza Mariańska,45.4283
2404022,gm.w Dąbrowa Zielona,45.4262
224033,gm.m-w. Kamieniec Ząbkowicki,45.4205
1434072,gm.w Klembów,45.4195
2803032,gm.w Iłowo-Osada,45.4178
3031033,gm.m-w. Krajenka,45.4147
3008042,gm.w Łęka Opatowska,45.4119
2407062,gm.w Koszęcin,45.4022
3209042,gm.w Manowo,45.3967
3007032,gm.w Ceków-Kolonia,45.3954
2609043,gm.m-w. Koprzywnica,45.3878
2212092,gm.w Smołdzino,45.3873
3215033,gm.m-w. Biały Bór,45.3839
414042,gm.w Jeżewo,45.3755
3212033,gm.m-w. Lipiany,45.3745
1407072,gm.w Sieciechów,45.3744
3018073,gm.m-w. Ostrzeszów,45.368
1416062,gm.w Nur,45.3679
807053,gm.m-w. Torzym,45.3668
213022,gm.w Krośnice,45.3602
414022,gm.w Dragacz,45.3547
3020013,gm.m-w. Chocz,45.3491
1014023,gm.m-w. Błaszki,45.3489
1601011,Brzeg,45.3103
1416011,Ostrów Mazowiecka,45.3052
1004032,gm.w Góra Świętej Małgorzaty,45.2721
2009011,Sejny,45.2607
3216052,gm.w Sławoborze,45.2602
3027073,gm.m-w. Tuliszków,45.2594
2409023,gm.m-w. Koziegłowy,45.2537
1262011,Nowy Sącz,45.2404
1429022,gm.w Bielany,45.222
1801052,gm.w Lutowiska,45.2135
2812052,gm.w Nowe Miasto Lubawskie,45.2051
3027022,gm.w Brudzew,45.1829
1406022,gm.w Błędów,45.1679
3212062,gm.w Warnice,45.1641
1403062,gm.w Łaskarzew,45.1625
1014082,gm.w Sieradz,45.1532
608011,Lubartów,45.1516
224063,gm.m-w. Ziębice,45.1455
3019062,gm.w Szydłowo,45.1344
2803022,gm.w Działdowo,45.1124
2403103,gm.m-w. Skoczów,45.1098
2216032,gm.w Stary Dzierzgoń,45.1091
1402033,gm.m-w. Glinojeck,45.1056
2215042,gm.w Choczewo,45.0973
614043,gm.m-w. Kazimierz Dolny,45.083
802052,gm.w Gubin,45.0815
1217011,Zakopane,45.0719
2604102,gm.w Miedziana Góra,45.0691
2604192,gm.w Zagnańsk,45.0569
2002093,gm.m-w. Supraśl,45.0478
1012032,gm.w Gidle,45.0369
2203072,gm.w Rzeczenica,45.0317
1017072,gm.w Pątnów,45.0246
616062,gm.w Ułęż,45.0238
2601063,gm.m-w. Stopnica,45.0238
811052,gm.w Lipinki Łużyckie,45.0224
1010102,gm.w Wola Krzysztoporska,45.0129
2606053,gm.m-w. Ożarów,44.9948
3212022,gm.w Kozielice,44.9819
808042,gm.w Szczaniec,44.9675
3019043,gm.m-w. Łobżenica,44.962
409012,gm.w Dąbrowa,44.9533
1015062,gm.w Maków,44.9459
2812032,gm.w Grodziczno,44.9336
3002032,gm.w Drawsko,44.9263
205042,gm.w Mściwojów,44.9243
220023,gm.m-w. Prusice,44.9209
2812042,gm.w Kurzętnik,44.9152
208112,gm.w Nowa Ruda,44.9126
2212032,gm.w Dębnica Kaszubska,44.9078
1014102,gm.w Wróblew,44.8953
2209042,gm.w Malbork,44.895
3207052,gm.w Świerzno,44.8849
612072,gm.w Wilków,44.8821
202011,Bielawa,44.8769
1420122,gm.w Załuski,44.8691
1610043,gm.m-w. Prudnik,44.8657
2801043,gm.m-w. Bisztynek,44.8532
2609062,gm.w Obrazów,44.8519
2818033,gm.m-w. Gołdap,44.8496
3214042,gm.w Dolice,44.8442
811032,gm.w Brody,44.8276
1604013,gm.m-w. Byczyna,44.8201
1403082,gm.w Miastków Kościelny,44.819
2417092,gm.w Milówka,44.8108
208072,gm.w Kłodzko,44.7898
2815073,gm.m-w. Miłomłyn,44.781
804063,gm.m-w. Nowe Miasteczko,44.7778
2808022,gm.w Barciany,44.7761
1402082,gm.w Regimin,44.7719
2818012,gm.w Banie Mazurskie,44.7703
812033,gm.m-w. Wschowa,44.7578
1010032,gm.w Gorzkowice,44.753
221082,gm.w Walim,44.7515
1804011,Jarosław,44.7495
604022,gm.w Dołhobyczów,44.7483
1016072,gm.w Rokiciny,44.7424
216062,gm.w Radwanice,44.739
3008062,gm.w Rychtal,44.7375
1428072,gm.w Sochaczew,44.7345
2417032,gm.w Gilowice,44.7289
203042,gm.w Kotla,44.7262
603011,Rejowiec Fabryczny,44.7089
1814011,Przeworsk,44.7071
1438053,gm.m-w. Wiskitki,44.697
1401022,gm.w Promna,44.6931
2807063,gm.m-w. Susz,44.681
1406062,gm.w Jasieniec,44.6789
3029022,gm.w Siedlec,44.6777
205032,gm.w Męcinka,44.6775
609092,gm.w Krzczonów,44.6774
1211023,gm.m-w. Szczawnica,44.6746
1402022,gm.w Ciechanów,44.671
1409033,gm.m-w. Lipsko,44.665
1004072,gm.w Świnice Warckie,44.6649
2206042,gm.w Kościerzyna,44.6592
2607053,gm.m-w. Kunów,44.6511
613043,gm.m-w. Parczew,44.6507
408022,gm.w Bobrowniki,44.6492
2410042,gm.w Pawłowice,44.6464
202062,gm.w Łagiewniki,44.6417
3029012,gm.w Przemęt,44.6384
206062,gm.w Jeżów Sudecki,44.6343
208063,gm.m-w. Bystrzyca Kłodzka,44.6284
215042,gm.w Oława,44.6248
3026033,gm.m-w. Książ Wielkopolski,44.6228
1412093,gm.m-w. Kałuszyn,44.6165
1009022,gm.w Kiełczygłów,44.6076
2410032,gm.w Miedźna,44.6038
1207011,Limanowa,44.6008
2002013,gm.m-w. Choroszcz,44.5979
2208042,gm.w Nowa Wieś Lęborska,44.5887
1609123,gm.m-w. Tułowice,44.5813
1020062,gm.w Ozorków,44.5752
1609022,gm.w Dąbrowa,44.5589
2802042,gm.w Lelkowo,44.553
2817072,gm.w Świętajno,44.5396
1016092,gm.w Tomaszów Mazowiecki,44.5294
609013,gm.m-w. Bełżyce,44.528
416032,gm.w Kęsowo,44.5166
619032,gm.w Hańsk,44.5109
2407022,gm.w Boronów,44.5057
2404082,gm.w Kruszyna,44.5023
416022,gm.w Gostycyn,44.4893
3009113,gm.m-w. Przedecz,44.4854
1412132,gm.w Siennica,44.4814
416042,gm.w Lubiewo,44.474
2604133,gm.m-w. Nowa Słupia,44.4717
412042,gm.w Rypin,44.471
2215102,gm.w Wejherowo,44.4677
1205011,Gorlice,44.4667
408043,gm.m-w. Dobrzyń nad Wisłą,44.4637
3027033,gm.m-w. Dobra,44.4536
1416032,gm.w Boguty-Pianki,44.4488
